distance,location,isReturn,duration,description,difficulty,state,isOneWay,url,name,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9
1600,New South Wales,true,60,"Meander through rich, remnant rainforest teeming with diversity on the Rainforest loop walk in Minnamurra Rainforest Centre. Youâ€™ll have a birdâ€™s eye view over this primeval world as you wander the elevated walkway.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/rainforest-loop-walk,Rainforest Loop Walk,,,,,,,,,,
500,New South Wales,false,20,This one is wheelchair friendly. Spectacular views.,Very Easy,nsw,false,https://www.aussiebushwalking.com/nsw/point-lookout,Point Lookout,,,,,,,,,,
2000,New South Wales,true,40,A pretty walk across Fern Tree Gully through eucalypt forest to Riverview Lookout.,Medium,nsw,false,https://www.aussiebushwalking.com/nsw/riverview-walk,Riverview Walk,,,,,,,,,,
5000,New South Wales,false,90,"Walking through the bush with the chatter of birds and sweet smell of eucalypts, it was amazing to think we were only a half hour train ride from the CBD.",Easy,nsw,true,https://www.aussiebushwalking.com/nsw/riverside-walking-track,Riverside Walking Track,Swimming,,,,,,,,,
2500,New South Wales,false,60,A walk in the Gloucester Tops section of Barrington National Park that follows the Gloucester River passing through through sections of sub Alpine swamp.,Easy,nsw,true,https://www.aussiebushwalking.com/nsw/river-track,River Track,Bird Watching,Picnic Facilities,BBQ,Swamp or Wetland,,,,,,
5100,New South Wales,true,105,A meandering walk through fragant wattle along quiet fire trails with panoramic views of the Nepean Rive and Blue Mountains National Park.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/rileys-mountain-trail,Rileys Mountain Trail,,,,,,,,,,
400,New South Wales,true,20,"This walk starts near Katoomba Kiosk, opposite Katoomba Park, on Cliff Drive. The walk heads through the bush, on a well established track, out to Reids Plateau. The loop around Reids Plateau explores several lookouts and the bush through the area. There are a couple of short side trips out to extra lookouts, including one that passes through a natural tunnel. Reids Plateau Picnic area has a few picnic tables, shelter, and a great view making a great spot for a picnic lunch.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/reids-plateau-loop,Reids Plateau Loop,Lookouts,Picnic Facilities,Toilets,,,,,,,
800,New South Wales,true,30,"If youâ€™ve got something to shout about, then head for Pulpit Rock lookout near Blackheath in Blue Mountains National Park. Jutting out on a dramatic blade of rock, you might be lost for words or end up singing the praises of the sweeping views of vast forested gorges and magnificent Grose Valley below.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/pulpit-rock-lookout-walk,Pulpit Rock Lookout Walk,,,,,,,,,,
750,New South Wales,true,20,A short walk in The Border Ranges National Park that takes you through rainforest to a large red cedar.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/red-cedar-loop,Red Cedar Loop,Bird Watching,Picnic Facilities,Toilets,Rainforest,,,,,,
2000,New South Wales,true,60,A short walk past a variety of plants to a rocky platform with views over Peats Crater and the Hawkesbury River,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/point-loop,Point Loop,,,,,,,,,,
1300,New South Wales,true,30,A walk through rainforest which highlights the trees in the area by identifying them.,Hard,nsw,false,https://www.aussiebushwalking.com/nsw/red-cedar-walk,Red Cedar Walk,Bird Watching,Picnic Facilities,BBQ,Toilets,Rainforest,,,,,
500,New South Wales,true,15,"A short walk but a fun time. Catch a ferry to Cremorne Point and grab a bight to eat before climbing the steps and having a play in the kids playground. Then wander along the footpath to the lookout at the end of Cremorne Point, know as Robertsons Point. The view across Sydney Harbour is great. There are also a few picnic tables to enjoy. Beyond this walk, the more adventurous can climb down the steps and ladder to the rock platform below.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/robertsons-point-lookout-,Robertsons Point Lookout,Lookouts,Dogs Permitted,Coastal,,,,,,,
7600,New South Wales,true,180,"A lovely easy walk in the Dirawong Reserve (Dirawong is the aborigine word for goanna) for all the family, with plenty of â€˜rewardsâ€™ through low coastal scrub, along the coastal pathways, pebble and sandy beaches, swimming, rock pools and rock hops, to the great views from Snapper Point (Evans Headland).",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/snapper-point,Snapper Point,,,,,,,,,,
4500,New South Wales,true,120,A walk through rainforest in the eastern section of Barrington Tops National Park from the Gloucester River Camping Area to the top of the hill and back via the road.,Very Hard,nsw,false,https://www.aussiebushwalking.com/nsw/sharpes-creek-track,Sharpes Creek Track,Bird Watching,Picnic Facilities,BBQ,Toilets,Rainforest,,,,,
800,New South Wales,false,30,"The wall of organ pipes looks like something out of a church.  Sawn Rocks is a towering wall of pentagonal basalt pipes. An iconic reminder of Kaputarâ€™s volcanic past, this rock formation is located in the northern section of Mt Kaputar National Park. This phenomenon is the result of slow and even cooling of molten rock, enabling individual crystals within the rock to align perfectly with each other.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/sawn-rocks,Sawn Rocks,,,,,,,,,,
10500,New South Wales,true,270,"The Sassafras Gully loop is an excellent walk setting out from Springwood Station. The walk uses the gullies to navigate past some wonderful rock features, dense bushland and waterfalls. A nice cool walk in the shade and never too far from water.",Hard,nsw,false,https://www.aussiebushwalking.com/nsw/sassafras-gully-loop,Sassafras Gully Loop,,,,,,,,,,
5400,New South Wales,true,150,"A trip to the 40m high waterfall, with a relaxed lunch at the picnic area and a refreshing dip at the bottom of the falls makes for a perfect day trip. The track is even signposted along the way with interesting facts about the rainforest and its history. The time is a rough guide, you could spend hours at the bottom in good weather.",Hard,nsw,false,https://www.aussiebushwalking.com/nsw/rawson-falls-walk,Rawson Falls Walk,Waterfalls,Lookouts,Swimming,Bird Watching,Picnic Facilities,Rainforest,,,,
5000,New South Wales,true,120,"A nice easy walk along the old abandoned Murwillumbah to Casino railway line (1894 to 2004) from Stokers Siding to the biggest tunnel (524m) on that line, with plenty of glow worms and some micro bats.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/rainforest-rail-trail,Rainforest Rail Trail,,,,,,,,,,
1000,New South Wales,true,40,360 degree views over Tapin Tops National Park.,Hard,nsw,false,https://www.aussiebushwalking.com/nsw/rowley-s-rock-lookout,Rowley's Rock Lookout,Lookouts,Rainforest,,,,,,,,
5700,New South Wales,true,120,"Views of the Shoalhaven River Gorge and across to the Ettrema Wilderness Area.  Wilderness areas are large, remote and essentially unchanged by modern human activity.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/shoalhaven-river-view,Shoalhaven River View,,,,,,,,,,
7200,New South Wales,false,420,A walk from Dangars Falls in Oxley Wild Rivers National Park to a water hole downstream.,Hard,nsw,true,https://www.aussiebushwalking.com/nsw/salisbury-waters-track,Salisbury Waters Track,,,,,,,,,,
6000,New South Wales,true,180,"Beautiful rainforest with examples of mature rosewood, flooded Gum and white Beech.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/rosewood-loop,Rosewood Loop,Bird Watching,Picnic Facilities,BBQ,Toilets,Rainforest,,,,,
16000,New South Wales,true,300,A beautiful track through rain forest in The William's River section of Barrington Tops National Park that includes side tracks to the river as well as a strangler fig.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/rocky-crossing-track,Rocky Crossing Track,Waterfalls,Lookouts,Swimming,Bird Watching,Picnic Facilities,BBQ,Toilets,Rainforest,,
4000,New South Wales,false,90,This one starts from the Thungutti camp area adjacent to the Styx river in the New England NP NSW. Listen out for the Honey eaters amongst the Banksia and tea tree. And walk through forests of hanging moss and Sphagnum moss form on the path you walk. A true walk back in time to Gondwana land.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/tea-tree-falls-walk-new-england-np-nsw,Tea Tree Falls Walk New England NP NSW,,,,,,,,,,
4000,New South Wales,true,80,Tallowa Dam is the centrepiece of the Sydney Catchment Authority Shoalhaven scheme and was completed in 1976.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/tallowa-dam-view,Tallowa Dam View,,,,,,,,,,
6000,New South Wales,false,150,"This walk is the southern most stretch of the Great North Walk and spends much of the time exploring the scenic and historic urban areas around Woolwich and Hunters Hill. Starting at the birth place of modern Sydney you soon enjoy a ferry ride across the world renowned harbour, passing the Opera House and heading under the Harbour Bridge. Once on dry land again you will explore the streets and some lovely pockets of remnant bushland of this peninsula. There are a few chances to stop at a cafe along the way before coming to open area at Boronia Park.",Medium,nsw,true,https://www.aussiebushwalking.com/nsw/sydney-to-boronia-park-gnw-part-1-,Sydney to Boronia Park (GNW),Toilets,Coastal,,,,,,,,
1400,New South Wales,true,90,"""It wasnâ€™t just the steep climb that took my breath away - the incredible scenery left me breathless too.""",Hard,nsw,false,https://www.aussiebushwalking.com/nsw/sublime-point-track,Sublime Point Track,Lookouts,Public Transport,No Dogs Permitted,Coastal,,,,,,
400,New South Wales,true,15,"â€œIt was misty the day we went, but we saw Mount Solitary rising like an island above the clouds. It was magical. The kids thought it was a fairy castle.â€",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/sublime-point-lookout,Sublime Point Lookout,,,,,,,,,,
3000,New South Wales,true,90,"South Lawson Waterfall Circuit is three kilometres long and traverses South Lawson Park passing four very different waterfalls: Adelina Falls, sand lined Federal Falls, Cataract Falls and Junction Falls - an amphitheatre of cascading water.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/south-lawson-waterfall-circuit,South Lawson Waterfall Circuit,,,,,,,,,,
9100,New South Wales,false,225,A classic Sydney bushwalk around the Northern beaches.,Medium,nsw,true,https://www.aussiebushwalking.com/nsw/spit-bridge-to-manly,Spit Bridge to Manly,Lookouts,Swimming,Dogs Permitted,Coastal,,,,,,
2800,New South Wales,true,90,"The short South Head Heritage trail offers something for everyone; incredible beach and harbour views, a glimpse into history and excellent whale watching opportunities.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/south-head-hertiage-trail,South Head Hertiage Trail,Lookouts,Coastal,,,,,,,,
13300,New South Wales,false,270,"This section of the Great North Walk starts from the Teralba train station and winds down and around the edge of Lake Macquarie. The walk passes through the Cockle reserve, and continues to Warners bay and up along the roads, before cutting through the bush to Charlestown, where it winds around the golf course and finishes at the Charlestown Park track head.",Medium,nsw,true,https://www.aussiebushwalking.com/nsw/teralba-to-charlestown-park-gnw-,Teralba to Charlestown Park (GNW),,,,,,,,,,
40000,New South Wales,false,4320,A walk through the Aussie alps summiting the 10 highest peaks in Australia.,Hard,nsw,false,https://www.aussiebushwalking.com/nsw/the-aussie-10,The Aussie 10,,,,,,,,,,
6000,New South Wales,false,150,"Starting with a walk through the streets of urban Somerbsy, you soon leave the farms and head into Palm Grove Nature Reserve. First you will follow the signposted track down the open dry ridge to the dense rainforest. In this valley you can explores the moist rainforest with towering Eucalypts, Strangler Fig trees, Cabbage Palms and a tangle of vines. From here walk up the rocky track to another dry ridge, where you can follow a side trip to a flat clearing and designated campsite. From near the campsite the track winds down through another moist forest and past more Cabbage Palms before coming to the signposted Ourimbah Valley Trackhead on Ourimbah Creek Road.",Hard,nsw,true,https://www.aussiebushwalking.com/nsw/somersby-store-to-ourimbah-valley-gnw-,Somersby Store to Ourimbah Valley (GNW),,,,,,,,,,
4400,New South Wales,true,105,"Opened in 1886, the Forest Path was once part of a controversial logging site, the first time that logging was stopped in Australia by protest. Now it is a short trail looping around the hill, following the Hacking River. Through a shaded environment of ferns and eucalypts, this walk passes through a very pretty environment that was definitely worth preserving.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/the-forest-path,The Forest Path,No Dogs Permitted,,,,,,,,,
6600,New South Wales,true,150,"This rainforest walk is on a sealed track for its entire length, making it quite easy. However the track does descend to the bottom of the two waterfalls it passes before ascending to the start again.  If following the track in a clockwise direction you will come to Tristania Falls which you pass in front of via a bridge. Crystal Shower falls is also seen from a bridge, but there is a track to walk behind these falls as well. The track can also incorporate the Walk with the Birds Boardwalk.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/the-wonga-walk,The Wonga Walk,,,,,,,,,,
2600,New South Wales,true,120,"Mother Nature truly shines on The Falls walk, which starts halfway through the Rainforest loop at Minnamurra Rainforest Centre.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/the-falls-walk,The Falls Walk,,,,,,,,,,
2000,New South Wales,false,30,"The area between the cliff face and the river, called The Cliffs Boardwalk, has been beautifully landscaped with walkways, including a boardwalk through the mangroves, barbecues, picnic areas and gardens.",Very Easy,nsw,true,https://www.aussiebushwalking.com/nsw/the-cliffs-boardwalk,The Cliffs Boardwalk,Lookouts,Picnic Facilities,BBQ,Toilets,Wheelchair Accessibility,Dogs Permitted,,,,
6600,New South Wales,false,150,This walk takes you to the the Never Never picnic area through rainforest and two waterfalls. You can return to your car via a 5 km walk up the road. Walking in this direction the Bushwalk part is mostly downhill with an uphill walk after the second waterfall.,Hard,nsw,true,https://www.aussiebushwalking.com/nsw/the-blackbutt-track,The Blackbutt Track,,,,,,,,,,
400,New South Wales,true,20,"The Rock Lookout area of Blue Mountains National Park is situated within the historic Mulgoa Valley, only minutes from the bustling city of Penrith. A short track of a few hundred metres leads to 'The Rock' with panoramic views of the Nepean River.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/the-rock-lookout,The Rock Lookout,,,,,,,,,,
8000,New South Wales,true,180,"Pipeline Path - Starting at Valley Terminal go past the tennis courts and the bobsled. As you approach Woodridge residential area take the right hand turn down the stairs to Friday Drive. Turn right and cross the bridge, then on the far side of the bridge cross the road. Between the bridge and the embankment you will see the Pipeline Path leading off, take that path all the way to the end, where you will meet Friday Drive which will take you back to the village, please be aware of vehicles.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/thedbo-valley-trails,Thedbo Valley Trails,,,,,,,,,,
10000,New South Wales,false,240,"Starting at Thornleigh station you walk through suburban streets for a short while before diving into the bush at the southern end of Berowra Valley Regional Park. Soon after visiting the site of the historic Zig Zag railway you start wandering through the Berowra Creek valley, passing a few cascading creeks. The track undulates along the side of the valley visiting a range of environments from moist fern forest to the drier grass tree and eucalypt forests of the ridge. There is a short side trip to visit the Westleigh engravings and a chance to pop down to fishponds, before climbing up the depression era stone steps to Hornsby station.",Medium,nsw,true,https://www.aussiebushwalking.com/nsw/thornleigh-to-hornsby-gnw-part-6-,Thornleigh to Hornsby (GNW),Lookouts,No Dogs Permitted,,,,,,,,
6000,New South Wales,true,120,"A fantastic birdwatching walk, Thirlmere Lakes walking track is unmarked but well-defined. Setting out from Couridjah picnic area, the flat, enjoyable 6km loop joins Dry Lakes Road and passes Werri Berri picnic area and Heritage Pump Station as you return along Slades Road. Even though there's no directional signage, you'll have no trouble finding your way.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/thirlmere-lakes,Thirlmere Lakes,Bird Watching,Picnic Facilities,BBQ,Toilets,No Dogs Permitted,No Cycling Permitted,No Trail Bikes Permitted,,,
10000,New South Wales,true,300,"A steep track in The southern section of Barrington Tops National Park that takes you to an intersection with the Barrington Tops Link Track, a track that runs across the top of the range.",Very Hard,nsw,false,https://www.aussiebushwalking.com/nsw/the-corker-track,The Corker Track,Lookouts,Bird Watching,Rainforest,,,,,,,
1500,New South Wales,true,90,"Venturing into the canyon of the Valley of the Waters along a slippery winding track, this walk demonstrates the beauty of the deep valley of Wentworth Falls. This walk explores the upper section of the track as far as Wentworth Pass. The walk passes several waterfalls, a great highlight especially in early morning when the falls form a mist over the valley.",Hard,nsw,false,https://www.aussiebushwalking.com/nsw/valley-of-the-waters,Valley of the Waters,,,,,,,,,,
11000,New South Wales,false,210,"Starting and ending at railway stations, this walk ventures into central Royal National Park along a well maintained bush track. The walk goes via a beautiful set of waterholes and rock flats at Karloo Pools. The walk continues to the peaceful campsite at Uloola Falls and then along a service trail, to Waterfall Railway Station.",Medium,nsw,true,https://www.aussiebushwalking.com/nsw/uloola-track,Uloola Track,Swimming,No Dogs Permitted,,,,,,,,
1600,New South Wales,true,30,"Take the family walking through the rainforest on a day-trip to this spectacular lookout. Find out about its Aboriginal heritage, and after, enjoy whale watching and picnicking by the beach.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/three-sisters-walk,Three Sisters Walk,Lookouts,Swimming,Picnic Facilities,BBQ,Toilets,Coastal,,,,
500,New South Wales,true,30,"Thunderbolt's Cave, named for Captain Thunderbolt - ï»¿Frederick Wordsworth Ward (1835â€“1870), is off the New England Highway, not far from the village of Black Mountain near the major towns of Armidale and Guyra in northern New South Wales.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/thunderbolts-cave,Thunderbolts Cave,,,,,,,,,,
8200,New South Wales,true,90,This walk explores the Tweed/Coolangatta area with beach and Tweed River views.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/tweed-river-walk,Tweed River Walk,Swimming,Picnic Facilities,BBQ,Toilets,Coastal,,,,,
9000,New South Wales,true,150,The long and easy Waratah walking track takes in wildflowers and scenic water views over Akuna and Yeomens Bay in Ku-ring-gai Chase National Park.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/waratah-track,Waratah Track,,,,,,,,,,
1000,New South Wales,true,45,This short walk invites you to see beautiful bushland and mangroves while experiencing the Aboriginal cultural heritage that makes this area so special.,Very Easy,nsw,false,https://www.aussiebushwalking.com/nsw/walk-on-water-track,Walk on Water Track,No Dogs Permitted,,,,,,,,,
400,New South Wales,false,20,This is a short walk to a lookout over the escarpment in the northern section of Barrington Tops National Park.,Easy,nsw,true,https://www.aussiebushwalking.com/nsw/thunderbolt-s-lookout,Thunderbolt's Lookout,Lookouts,,,,,,,,,
2000,New South Wales,true,45,"If you like to feel on top of the world without the effort, you canâ€™t go past Warris Chair lookout. From the heathlands, on the western edge of Kangaroo Valley, gaze across the last remaining pocket of rainforest protected by Budderoo National Park.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/warris-chair-lookout-track,Warris Chair Lookout Track,,,,,,,,,,
7000,New South Wales,true,240,"This challenging walking track, from Conservation Hut, explores the magical, upper section of Valley of the Waters in Jamison Valley at Blue Mountains National Park. The circuit continues up Slacks Stairs.  Wentworth Pass takes in scenic waterfalls and valley views as well as magnificent open forests and dense rainforest.",Hard,nsw,false,https://www.aussiebushwalking.com/nsw/wentworth-pass,Wentworth Pass,,,,,,,,,,
1400,New South Wales,true,40,"On this walk you will visit the highest point in Ku-ring-gai Chase National Park. At the top of the hill is an old trig point and some stunning panoramic view. On a clear day, there is an uninterrupted 180-degree view across large parts of the park, including Pittwater to the east and distant glimpses of Sydney city on the horizon, far to the south.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/willunga-track,Willunga Track,,,,,,,,,,
8100,New South Wales,false,240,"This scenic walk includes dramatic lookouts and time spent in moist cool forest. The walk initially travels on dirt road past Hunter and MacLeanâ€™s Lookout, before descending into the Wallis Creek catchment. Here the walk traverses underneath many cliffs before crossing Wallis Creek and arriving at Heaton Lookout. A recommended walk with car access either end.",Hard,nsw,true,https://www.aussiebushwalking.com/nsw/watagan-headquarters-to-heaton-lookout-gnw-,Watagan Headquarters to Heaton Lookout (GNW),,,,,,,,,,
3500,New South Wales,true,90,"For a delightful walk through pristine eucalypt forests and lush rainforest, moderate West Rim walking track offers spectacular views of dramatic gorges and waterfalls in Morton National Park, near Robertson. Nearby Fitzroy Falls Visitor Centre offers loads of information on the local highlights, as well as delicious meals, making this walk ideal for family outings and a highlight of a car tour of the Southern Highlands.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/west-rim-track,West Rim Track,,,,,,,,,,
4100,New South Wales,false,120,"This walk starts on Watagan Creek Road and soon crosses the lovely Watagan Creek. From this point, the walk leaves the Watagan valley and climbs steeply up the bush track through forest. The walk then travels on dirt road, passing a campsite and rest area, before arriving soon afterwards at the unfenced Flat Rock Lookout. Flat Rock Lookout is a natural rock platform that offers magnificent views across the Congewai Valley to the east and north. An enjoyable walk, offering pleasant walking through forest and an outstanding viewpoint.",Hard,nsw,true,https://www.aussiebushwalking.com/nsw/watagan-creek-rd-to-flat-rock-gnw-,Watagan Creek Rd to Flat Rock (GNW),,,,,,,,,,
400,New South Wales,true,15,"The interesting cave is formed by a tall and long section of wind carved stone. The cave is much taller than it is deep, and there are some nice rock formations. It is a fairly long drive in for a short walk, so you might be better combining this with a walk to Anvil Rock.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/wind-cave,Wind Cave,No Public Transport,No Dogs Permitted,,,,,,,,
6000,New South Wales,true,90,"Wootton Historical Railway Walk is located in Wang Wauk State Forest just north of Bulahdelah. This six kilometre walk starts off at Sam's Camp Picnic Area, with Wang Wauk Forest Way marking its halfway point. The first section of the walk takes in rainforest and cleared, grassy areas used by logging vehicles in the early 1900s. The walk follows significant remnants of old logging railways and mossy bridges, passing by waterfalls, creeks and through gully rainforest and magnificent regrowth flooded gums, before finishing at the remains of what-was-once a Trestle Bridge.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/wootton-historic-railway-walk,Wootton Historic Railway Walk,Bird Watching,Dogs Permitted,Rainforest,,,,,,,
3000,New South Wales,true,60,This short walk takes you down the Winifred Falls.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/winifred-falls-track,Winifred Falls Track,,,,,,,,,,
1000,New South Wales,true,15,Undercliffe Falls is a waterfall located on the Bookookoorara Creek in northeast New South Wales.,Medium,nsw,false,https://www.aussiebushwalking.com/nsw/undercliffe-falls,Undercliffe Falls,,,,,,,,,,
11000,New South Wales,false,240,"This walk explores the heart of Heathcote National Park, and is easily accessed with a train station at either end. Although relatively close to the start of the walk, Kingfisher Pool, next to Heathcote Creek, is a great spot to break and enjoy the park. Mirang Pool, at the northern end, also offers an opportunity to cool down before the last walk up the hill.",Hard,nsw,true,https://www.aussiebushwalking.com/nsw/waterfall-to-heathcote-,Waterfall to Heathcote,,,,,,,,,,
2200,Bald Rock National Park,true,60,"Bald Rock is the largest granite monolith in Australia, situated near the Queensland New South Wales Border just north of Tenterfield. The relatively short walk provides great views of surrounding Bald Rock National Park and neighbouring Girraween National Park.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/bald-rock-national-park/bald-rock,Bald Rock,,,,,,,,,,
300,Boonoo Boonoo National Park,false,30,"See the 210m Boonoo Boonoo Falls after a easy, short walk.",Very Easy,nsw,false,https://www.aussiebushwalking.com/nsw/boonoo-boonoo/boonoo-boonoo-falls,Boonoo Boonoo Falls,,,,,,,,,,
6800,Blue Mountains National Park,false,210,"If youâ€™re fond of magnificent views, famous lookouts, and iconic scenery, then look no further than Prince Henry Cliff walk, in Blue Mountains National Park. Following the cliff edge from Katoomba Cascades to Gordon Falls, near Leura, this moderate walking track boasts some of the best views in NSW.",Medium,nsw,true,https://www.aussiebushwalking.com/nsw/blue-mountains-national-park/prince-henry-cliff-walk,Prince Henry Cliff Walk,,,,,,,,,,
3000,Bald Rock National Park,false,120,Take a (more) gentle walk up the Eastern side of Bald Rock.,Medium,nsw,false,https://www.aussiebushwalking.com/nsw/bald-rock-national-park/bungoona-walk,Bungoona Walk,,,,,,,,,,
14200,Bald Rock National Park,true,210,"Easy walk along the NSW-QLD border. Take the little Bald Rock track, 1km down the path you get to a Y Junction indicating the Little bald rock and Border trails, all route is clearly signposted. 7km down the road from here you have another junction with the options to go up 1km to the Northern Viewpoint, (then backtrack to the junction) and carry on to Bald Rock Campsite.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/bald-rock-national-park/border-walk,Border walk,Lookouts,Bird Watching,Rainforest,,,,,,,
14200,Bald Rock National Park,true,240,"Easy walk along the NSW-QLD border. Take the little Bald Rock track, 1km down the path you get to a Y Junction indicating the Little bald rock and Border trails, all route is clearly signposted. 7km down the road from here you have another junction with the options to go up 1km to the Northern Viewpoint to panoramic views of Bald Rock, (then backtrack to the junction) and carry on to Bald Rock Campsite.",Easy,nsw,false,https://www.aussiebushwalking.com/nsw/bald-rock-national-park/bald-rock-border-walk-loop,Bald rock - Border walk Loop,Lookouts,Bird Watching,,,,,,,,
11000,New South Wales,false,210,"Starting at the quaint Yarramalong township, this walk follows a couple of rural roads to the Cedar Brush Trackhead. This is the longest road stretch on the Great North Walk. Some people see this is a road slog and either grab a lift or power walk it, others see it as an opportunity to stroll through the country side. However you choose to undertake this section of the walk I encourage you to enjoy the valley views and soak up the vibe on the semi secluded rural valley community.",Easy,nsw,true,https://www.aussiebushwalking.com/nsw/yarramalong-to-cedar-brush-gnw-,Yarramalong to Cedar Brush (GNW),,,,,,,,,,
45000,Gibraltar Range National Park,true,6480,The heritage loop walk can be joined and exited at numerous points along its length. A range of flora from sub alpine to temperate rainforest and heath. Wildflowers displays are prolific. Reptiles are numerous. Many granite outcrops to explore with the Haystack and Dandahra Crags being two of the best. The distance stated does not include side trips. Plenty of creeks and swimming holes.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/gibraltar-range-national-park/gibraltar-washpool-world-heritage-walk,Gibraltar-Washpool World Heritage Walk,,,,,,,,,,
7000,Bald Rock National Park,false,240,This smaller granite dome provides good views of Bald Rock and Girraween National Park.,Medium,nsw,false,https://www.aussiebushwalking.com/nsw/bald-rock-national-park/little-bald-rock,Little Bald Rock,,,,,,,,,,
1000,Guy Fawkes River National Park,true,30,A pleasant walk to the top of Chaelundi Falls.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/guy-fawkes-river-national-park/chaelundi-falls,Chaelundi Falls,,,,,,,,,,
82000,New Zealand,false,7200,"A 4-6 day walk linking Golden Bay and the West Coast crossing through part of Kahurangi National Park, the Heaphy Track is one of New Zealand's nine Great Walks.<br /><br />The Heaphy Track includes a great range of feature including Beech forests, iconic Nikau Palm groves and the Gouland Downs.",Easy,new-zealand,false,https://www.aussiebushwalking.com/new-zealand/heaphy-track,Heaphy Track,,,,,,,,,,
null,New Zealand,false,null,"Part of the Abel Tasman NP. Easy but challenging walk on well maintained coastal track. Day walks are possible as drop off and pick up by water taxi is available. Combining with sea kayaking amongst the seal colony is a special experience. Many coves, beaches, even a few crossings on hanging bridges. Stunning scenery and lots of birds and wildlife.",Easy,new-zealand,false,https://www.aussiebushwalking.com/new-zealand/abel-tasman-coastal-track,Abel Tasman Coastal Track,Lookouts,Swimming,Bird Watching,Coastal,,,,,,
4000,Phoulis Gap (from Mt Nardi),true,90,"Sets out from the Mt Nardi carpark and follows the Mt Matheson walk till the track branches to the left at the 1.5km mark. There are alot of steps to get to the Pholis Gap lookout, however when you arrive there a plaque explains the Gap look out. The lookout is virtually over grown and all that can be seen is a distant view.",Medium,nsw,false,https://www.aussiebushwalking.com/nsw/mt-warning-national-park/phoulis-gap--from-mt-nardi-/pholis-gap-from-mt-nardi-,Pholis Gap (from Mt Nardi),Lookouts,Rainforest,,,,,,,,
37000,Mt Kosciusko,false,5760,An off track walk to begin that tries to bag all 10 of Australia's Highest peaks.,Hard,nsw,false,https://www.aussiebushwalking.com/nsw/mt-kosciusko/the-main-range-from-dead-horse-gap-,The Main Range from Dead Horse Gap.,,,,,,,,,,
30000,Mt Kosciusko,false,2880,At 1800metres it is the greatest vertical ascent in Australia. It is the same route that Strzelecki took as the first European to climb Kosciusko in 1840. A very tough but rewarding classic route.,Very Hard,nsw,false,https://www.aussiebushwalking.com/nsw/mt-kosciusko/hannel-s-spur,Hannel's Spur,,,,,,,,,,
6000,Gibraltar Range National Park,false,150,Look out over six spectacular granite columns rising out of Dandahra Gorge.,Easy,nsw,false,https://www.aussiebushwalking.com/nsw/gibraltar-range-national-park/needles,The Needles,,,,,,,,,,
2000,Guy Fawkes River National Park,false,30,Jordan's Trail is a road for authorised vehicles only.  However it makes a nice walk. You can complete a 5 km circuit by returning to the rest area via the escarpment track.,Easy,nsw,true,https://www.aussiebushwalking.com/nsw/guy-fawkes-river-national-park/jordan-s-trail,Jordan's Trail,,,,,,,,,,
7000,New Zealand,true,360,http://www.doc.govt.nz/parks-and-recreation/places-to-go/taranaki/places/egmont-national-park/things-to-do/tracks/dawson-falls-tramping-tracks/,Hard,new-zealand,false,https://www.aussiebushwalking.com/new-zealand/fantham-s-peak-,Fantham's Peak,,,,,,,,,,
